,game_id,variable,value,batteridx,round
821,201900235,a3,5,1_first,3
822,201900274,a3,5,1_first,3
823,201900285,a3,6,1_first,3
824,201900286,a3,5,1_first,3
825,201900290,a3,7,1_first,3
826,201900294,a3,7,1_first,3
827,201900303,a3,1,1_first,3
828,201900304,a3,5,1_first,3
829,201900339,a3,5,1_first,3
830,201900345,a3,7,1_first,3
831,201900348,a3,5,1_first,3
832,201900349,a3,5,1_first,3
833,201900352,a3,4,1_first,3
834,201900358,a3,6,1_first,3
835,201900361,a3,7,1_first,3
836,201900375,a3,5,1_first,3
837,201900377,a3,5,1_first,3
838,201900380,a3,1,1_first,3
839,201900425,a3,1,1_first,3
840,201900447,a3,5,1_first,3
841,201900457,a3,5,1_first,3
842,201900459,a3,5,1_first,3
843,201900461,a3,2,1_first,3
844,201900462,a3,1,1_first,3
845,201900468,a3,6,1_first,3
846,201900469,a3,2,1_first,3
847,201900478,a3,6,1_first,3
848,201900492,a3,5,1_first,3
849,201900520,a3,2,1_first,3
850,201900571,a3,1,1_first,3
851,201900574,a3,7,1_first,3
852,201900591,a3,7,1_first,3
853,201900595,a3,5,1_first,3
854,201900632,a3,8,1_first,3
855,201900637,a3,4,1_first,3
856,201900644,a3,2,1_first,3
857,201900683,a3,1,1_first,3
858,201900684,a3,6,1_first,3
859,201900688,a3,4,1_first,3
860,201900691,a3,6,1_first,3
861,201900695,a3,5,1_first,3
862,201900710,a3,5,1_first,3
863,201900712,a3,6,1_first,3
864,201900719,a3,1,1_first,3
865,201900759,a3,5,1_first,3
866,201900788,a3,7,1_first,3
867,201900810,a3,5,1_first,3
868,201900814,a3,6,1_first,3
869,201900815,a3,7,1_first,3
870,201900817,a3,7,1_first,3
871,201900818,a3,5,1_first,3
872,201900828,a3,5,1_first,3
873,201900839,a3,5,1_first,3
874,201900843,a3,5,1_first,3
875,201900844,a3,1,1_first,3
876,201900852,a3,5,1_first,3
877,201900872,a3,5,1_first,3
878,201900938,a3,1,1_first,3
879,201900987,a3,5,1_first,3
880,201900998,a3,5,1_first,3
881,201901026,a3,1,1_first,3
882,201901027,a3,1,1_first,3
883,201901030,a3,2,1_first,3
884,201901041,a3,7,1_first,3
885,201901080,a3,7,1_first,3
886,201901082,a3,5,1_first,3
887,201901083,a3,5,1_first,3
888,201901092,a3,6,1_first,3
889,201901095,a3,5,1_first,3
890,201901133,a3,5,1_first,3
891,201901154,a3,6,1_first,3
892,201901162,a3,5,1_first,3
893,201901173,a3,7,1_first,3
894,201901184,a3,4,1_first,3
895,201901186,a3,6,1_first,3
896,201901198,a3,7,1_first,3
897,201901206,a3,7,1_first,3
898,201901222,a3,6,1_first,3
899,201901246,a3,2,1_first,3
900,201901256,a3,1,1_first,3
901,201901273,a3,7,1_first,3
902,201901307,a3,5,1_first,3
903,201901310,a3,6,1_first,3
904,201901324,a3,7,1_first,3
905,201901331,a3,7,1_first,3
906,201901338,a3,7,1_first,3
907,201901376,a3,1,1_first,3
908,201901388,a3,5,1_first,3
909,201901394,a3,7,1_first,3
910,201901398,a3,5,1_first,3
911,201901441,a3,1,1_first,3
912,201901451,a3,5,1_first,3
913,201901457,a3,5,1_first,3
914,201901471,a3,7,1_first,3
915,201901475,a3,6,1_first,3
916,201901491,a3,5,1_first,3
917,201901498,a3,5,1_first,3
918,201901504,a3,7,1_first,3
919,201901505,a3,7,1_first,3
920,201901511,a3,4,1_first,3
921,201901512,a3,7,1_first,3
922,201901521,a3,5,1_first,3
923,201901522,a3,4,1_first,3
924,201901526,a3,6,1_first,3
925,201901539,a3,5,1_first,3
926,201901542,a3,1,1_first,3
927,201901546,a3,5,1_first,3
928,201901560,a3,4,1_first,3
929,201901569,a3,6,1_first,3
930,201901570,a3,5,1_first,3
931,201901579,a3,1,1_first,3
932,201901615,a3,2,1_first,3
933,201901617,a3,5,1_first,3
934,201901650,a3,2,1_first,3
935,201901659,a3,7,1_first,3
936,201901681,a3,7,1_first,3
937,201901688,a3,5,1_first,3
938,201901701,a3,1,1_first,3
939,201901707,a3,5,1_first,3
940,201901711,a3,7,1_first,3
941,201901721,a3,4,1_first,3
942,201901745,a3,4,1_first,3
943,201901746,a3,5,1_first,3
944,201901788,a3,1,1_first,3
945,201901813,a3,7,1_first,3
946,201901819,a3,2,1_first,3
947,201901842,a3,1,1_first,3
948,201901857,a3,5,1_first,3
949,201901858,a3,5,1_first,3
950,201901871,a3,1,1_first,3
951,201901872,a3,5,1_first,3
952,201901888,a3,7,1_first,3
953,201901889,a3,1,1_first,3
954,201901909,a3,5,1_first,3
955,201901916,a3,1,1_first,3
956,201901917,a3,5,1_first,3
957,201901921,a3,5,1_first,3
958,201901926,a3,1,1_first,3
959,201901936,a3,2,1_first,3
960,201901943,a3,5,1_first,3
961,201901958,a3,1,1_first,3
962,201901959,a3,7,1_first,3
963,201901961,a3,5,1_first,3
964,201901964,a3,5,1_first,3
965,201901968,a3,6,1_first,3
966,201901982,a3,5,1_first,3
967,201901985,a3,5,1_first,3
968,201901993,a3,7,1_first,3
969,201902030,a3,5,1_first,3
970,201902047,a3,5,1_first,3
971,201902054,a3,5,1_first,3
972,201902071,a3,2,1_first,3
973,201902081,a3,5,1_first,3
974,201902093,a3,7,1_first,3
975,201902097,a3,5,1_first,3
976,201902101,a3,4,1_first,3
977,201902131,a3,5,1_first,3
978,201902138,a3,6,1_first,3
979,201902160,a3,1,1_first,3
980,201902175,a3,1,1_first,3
981,201902176,a3,5,1_first,3
982,201902180,a3,5,1_first,3
983,201902186,a3,7,1_first,3
984,201902187,a3,5,1_first,3
985,201902205,a3,6,1_first,3
986,201902211,a3,5,1_first,3
987,201902250,a3,7,1_first,3
988,201902253,a3,1,1_first,3
989,201902270,a3,7,1_first,3
990,201902271,a3,1,1_first,3
991,201902288,a3,5,1_first,3
992,201902301,a3,5,1_first,3
993,201902307,a3,5,1_first,3
994,201902327,a3,1,1_first,3
995,201902346,a3,1,1_first,3
996,201902365,a3,7,1_first,3
997,201902373,a3,5,1_first,3
998,201902392,a3,1,1_first,3
999,201902394,a3,5,1_first,3
1000,201900016,a3,5,2_second,3
1001,201900023,a3,5,2_second,3
1002,201900103,a3,9,2_second,3
1003,201900112,a3,5,2_second,3
1004,201900131,a3,5,2_second,3
1005,201900141,a3,5,2_second,3
1006,201900142,a3,6,2_second,3
1007,201900150,a3,7,2_second,3
1008,201900157,a3,3,2_second,3
1009,201900161,a3,5,2_second,3
1010,201900173,a3,8,2_second,3
1011,201900176,a3,7,2_second,3
1012,201900177,a3,7,2_second,3
1013,201900183,a3,6,2_second,3
1014,201900186,a3,9,2_second,3
1015,201900197,a3,1,2_second,3
1016,201900200,a3,7,2_second,3
1017,201900201,a3,5,2_second,3
1018,201900203,a3,5,2_second,3
1019,201900208,a3,5,2_second,3
1020,201900213,a3,5,2_second,3
1021,201900235,a3,5,2_second,3
1022,201900274,a3,5,2_second,3
1023,201900285,a3,5,2_second,3
1024,201900286,a3,1,2_second,3
1025,201900290,a3,5,2_second,3
1026,201900294,a3,1,2_second,3
1027,201900303,a3,9,2_second,3
1028,201900304,a3,5,2_second,3
1029,201900339,a3,7,2_second,3
1030,201900345,a3,1,2_second,3
1031,201900348,a3,1,2_second,3
1032,201900349,a3,7,2_second,3
1033,201900352,a3,1,2_second,3
1034,201900358,a3,7,2_second,3
1035,201900361,a3,7,2_second,3
1036,201900375,a3,7,2_second,3
1037,201900377,a3,1,2_second,3
1038,201900380,a3,9,2_second,3
1039,201900425,a3,5,2_second,3
1040,201900447,a3,7,2_second,3
1041,201900457,a3,5,2_second,3
1042,201900459,a3,5,2_second,3
1043,201900461,a3,4,2_second,3
1044,201900462,a3,9,2_second,3
1045,201900468,a3,5,2_second,3
1046,201900469,a3,7,2_second,3
1047,201900478,a3,5,2_second,3
1048,201900492,a3,7,2_second,3
1049,201900520,a3,9,2_second,3
1050,201900571,a3,5,2_second,3
1051,201900574,a3,7,2_second,3
1052,201900591,a3,7,2_second,3
1053,201900595,a3,1,2_second,3
1054,201900632,a3,5,2_second,3
1055,201900637,a3,7,2_second,3
1056,201900644,a3,1,2_second,3
1057,201900683,a3,5,2_second,3
1058,201900684,a3,5,2_second,3
1059,201900688,a3,1,2_second,3
1060,201900691,a3,5,2_second,3
1061,201900695,a3,4,2_second,3
1062,201900710,a3,7,2_second,3
1063,201900712,a3,9,2_second,3
1064,201900719,a3,9,2_second,3
1065,201900759,a3,2,2_second,3
1066,201900788,a3,7,2_second,3
1067,201900810,a3,1,2_second,3
1068,201900814,a3,1,2_second,3
1069,201900815,a3,5,2_second,3
1070,201900817,a3,5,2_second,3
1071,201900818,a3,7,2_second,3
1072,201900828,a3,7,2_second,3
1073,201900839,a3,6,2_second,3
1074,201900843,a3,5,2_second,3
1075,201900844,a3,1,2_second,3
1076,201900852,a3,7,2_second,3
1077,201900872,a3,1,2_second,3
1078,201900938,a3,9,2_second,3
1079,201900987,a3,5,2_second,3
1080,201900998,a3,5,2_second,3
1081,201901026,a3,4,2_second,3
1082,201901027,a3,9,2_second,3
1083,201901030,a3,9,2_second,3
1084,201901041,a3,5,2_second,3
1085,201901080,a3,7,2_second,3
1086,201901082,a3,4,2_second,3
1087,201901083,a3,7,2_second,3
1088,201901092,a3,2,2_second,3
1089,201901095,a3,7,2_second,3
1090,201901133,a3,5,2_second,3
1091,201901154,a3,1,2_second,3
1092,201901162,a3,5,2_second,3
1093,201901173,a3,5,2_second,3
1094,201901184,a3,7,2_second,3
1095,201901186,a3,9,2_second,3
1096,201901198,a3,7,2_second,3
1097,201901206,a3,5,2_second,3
1098,201901222,a3,5,2_second,3
1099,201901246,a3,5,2_second,3
1100,201901256,a3,7,2_second,3
1101,201901273,a3,7,2_second,3
1102,201901307,a3,4,2_second,3
1103,201901310,a3,6,2_second,3
1104,201901324,a3,5,2_second,3
1105,201901331,a3,1,2_second,3
1106,201901338,a3,5,2_second,3
1107,201901376,a3,9,2_second,3
1108,201901388,a3,5,2_second,3
1109,201901394,a3,5,2_second,3
1110,201901398,a3,4,2_second,3
1111,201901441,a3,7,2_second,3
1112,201901451,a3,5,2_second,3
1113,201901457,a3,5,2_second,3
1114,201901471,a3,5,2_second,3
1115,201901475,a3,9,2_second,3
1116,201901491,a3,5,2_second,3
1117,201901498,a3,1,2_second,3
1118,201901504,a3,7,2_second,3
1119,201901505,a3,5,2_second,3
1120,201901511,a3,5,2_second,3
1121,201901512,a3,5,2_second,3
1122,201901521,a3,1,2_second,3
1123,201901522,a3,7,2_second,3
1124,201901526,a3,9,2_second,3
1125,201901539,a3,1,2_second,3
1126,201901542,a3,7,2_second,3
1127,201901546,a3,5,2_second,3
1128,201901560,a3,1,2_second,3
1129,201901569,a3,6,2_second,3
1130,201901570,a3,5,2_second,3
1131,201901579,a3,1,2_second,3
1132,201901615,a3,1,2_second,3
1133,201901617,a3,5,2_second,3
1134,201901650,a3,7,2_second,3
1135,201901659,a3,5,2_second,3
1136,201901681,a3,5,2_second,3
1137,201901688,a3,6,2_second,3
1138,201901701,a3,1,2_second,3
1139,201901707,a3,5,2_second,3
1140,201901711,a3,5,2_second,3
1141,201901721,a3,6,2_second,3
1142,201901745,a3,5,2_second,3
1143,201901746,a3,5,2_second,3
1144,201901788,a3,1,2_second,3
1145,201901813,a3,5,2_second,3
1146,201901819,a3,1,2_second,3
1147,201901842,a3,1,2_second,3
1148,201901857,a3,7,2_second,3
1149,201901858,a3,5,2_second,3
1150,201901871,a3,7,2_second,3
1151,201901872,a3,6,2_second,3
1152,201901888,a3,1,2_second,3
1153,201901889,a3,1,2_second,3
1154,201901909,a3,5,2_second,3
1155,201901916,a3,5,2_second,3
1156,201901917,a3,7,2_second,3
1157,201901921,a3,4,2_second,3
1158,201901926,a3,9,2_second,3
1159,201901936,a3,5,2_second,3
1160,201901943,a3,5,2_second,3
1161,201901958,a3,9,2_second,3
1162,201901959,a3,3,2_second,3
1163,201901961,a3,5,2_second,3
1164,201901964,a3,5,2_second,3
1165,201901968,a3,5,2_second,3
1166,201901982,a3,3,2_second,3
1167,201901985,a3,5,2_second,3
1168,201901993,a3,5,2_second,3
1169,201902030,a3,1,2_second,3
1170,201902047,a3,5,2_second,3
1171,201902054,a3,5,2_second,3
1172,201902071,a3,9,2_second,3
1173,201902081,a3,5,2_second,3
1174,201902093,a3,5,2_second,3
1175,201902097,a3,7,2_second,3
1176,201902101,a3,5,2_second,3
1177,201902131,a3,2,2_second,3
1178,201902138,a3,7,2_second,3
1179,201902160,a3,4,2_second,3
1180,201902175,a3,9,2_second,3
1181,201902176,a3,5,2_second,3
1182,201902180,a3,5,2_second,3
1183,201902186,a3,7,2_second,3
1184,201902187,a3,5,2_second,3
1185,201902205,a3,7,2_second,3
1186,201902211,a3,5,2_second,3
1187,201902250,a3,7,2_second,3
1188,201902253,a3,9,2_second,3
1189,201902270,a3,5,2_second,3
1190,201902271,a3,4,2_second,3
1191,201902288,a3,5,2_second,3
1192,201902301,a3,7,2_second,3
1193,201902307,a3,5,2_second,3
1194,201902327,a3,9,2_second,3
1195,201902346,a3,9,2_second,3
1196,201902365,a3,5,2_second,3
1197,201902373,a3,9,2_second,3
1198,201902392,a3,5,2_second,3
1199,201902394,a3,5,2_second,3
1200,201900016,a4,5,1_first,4
1201,201900023,a4,1,1_first,4
1202,201900103,a4,5,1_first,4
1203,201900112,a4,1,1_first,4
1204,201900131,a4,7,1_first,4
1205,201900141,a4,5,1_first,4
1206,201900142,a4,5,1_first,4
1207,201900150,a4,1,1_first,4
1208,201900157,a4,2,1_first,4
1209,201900161,a4,1,1_first,4
1210,201900173,a4,5,1_first,4
1211,201900176,a4,5,1_first,4
1212,201900177,a4,5,1_first,4
1213,201900183,a4,5,1_first,4
1214,201900186,a4,5,1_first,4
1215,201900197,a4,5,1_first,4
1216,201900200,a4,7,1_first,4
1217,201900201,a4,1,1_first,4
1218,201900203,a4,1,1_first,4
1219,201900208,a4,2,1_first,4
1220,201900213,a4,7,1_first,4
1221,201900235,a4,5,1_first,4
1222,201900274,a4,5,1_first,4
1223,201900285,a4,7,1_first,4
1224,201900286,a4,6,1_first,4
1225,201900290,a4,4,1_first,4
1226,201900294,a4,5,1_first,4
1227,201900303,a4,1,1_first,4
1228,201900304,a4,7,1_first,4
1229,201900339,a4,5,1_first,4
1230,201900345,a4,5,1_first,4
1231,201900348,a4,5,1_first,4
1232,201900349,a4,5,1_first,4
1233,201900352,a4,6,1_first,4
1234,201900358,a4,5,1_first,4
1235,201900361,a4,4,1_first,4
1236,201900375,a4,5,1_first,4
1237,201900377,a4,6,1_first,4
1238,201900380,a4,7,1_first,4
1239,201900425,a4,5,1_first,4
1240,201900447,a4,1,1_first,4
1241,201900457,a4,1,1_first,4
1242,201900459,a4,5,1_first,4
1243,201900461,a4,5,1_first,4
1244,201900462,a4,1,1_first,4
1245,201900468,a4,2,1_first,4
1246,201900469,a4,5,1_first,4
1247,201900478,a4,5,1_first,4
1248,201900492,a4,5,1_first,4
1249,201900520,a4,5,1_first,4
1250,201900571,a4,5,1_first,4
1251,201900574,a4,6,1_first,4
1252,201900591,a4,5,1_first,4
1253,201900595,a4,6,1_first,4
1254,201900632,a4,1,1_first,4
1255,201900637,a4,&,1_first,4
1256,201900644,a4,4,1_first,4
1257,201900683,a4,&,1_first,4
1258,201900684,a4,5,1_first,4
1259,201900688,a4,1,1_first,4
1260,201900691,a4,7,1_first,4
1261,201900695,a4,2,1_first,4
1262,201900710,a4,6,1_first,4
1263,201900712,a4,5,1_first,4
1264,201900719,a4,5,1_first,4
1265,201900759,a4,7,1_first,4
1266,201900788,a4,5,1_first,4
1267,201900810,a4,1,1_first,4
1268,201900814,a4,5,1_first,4
1269,201900815,a4,1,1_first,4
1270,201900817,a4,5,1_first,4
1271,201900818,a4,5,1_first,4
1272,201900828,a4,6,1_first,4
1273,201900839,a4,1,1_first,4
1274,201900843,a4,7,1_first,4
1275,201900844,a4,5,1_first,4
1276,201900852,a4,5,1_first,4
1277,201900872,a4,5,1_first,4
1278,201900938,a4,7,1_first,4
1279,201900987,a4,6,1_first,4
1280,201900998,a4,5,1_first,4
1281,201901026,a4,4,1_first,4
1282,201901027,a4,1,1_first,4
1283,201901030,a4,5,1_first,4
1284,201901041,a4,5,1_first,4
1285,201901080,a4,1,1_first,4
1286,201901082,a4,5,1_first,4
1287,201901083,a4,6,1_first,4
1288,201901092,a4,5,1_first,4
1289,201901095,a4,7,1_first,4
1290,201901133,a4,7,1_first,4
1291,201901154,a4,6,1_first,4
1292,201901162,a4,5,1_first,4
1293,201901173,a4,8,1_first,4
1294,201901184,a4,&,1_first,4
1295,201901186,a4,3,1_first,4
1296,201901198,a4,5,1_first,4
1297,201901206,a4,5,1_first,4
1298,201901222,a4,5,1_first,4
1299,201901246,a4,5,1_first,4
1300,201901256,a4,6,1_first,4
1301,201901273,a4,5,1_first,4
1302,201901307,a4,5,1_first,4
1303,201901310,a4,2,1_first,4
1304,201901324,a4,&,1_first,4
1305,201901331,a4,5,1_first,4
1306,201901338,a4,7,1_first,4
1307,201901376,a4,7,1_first,4
1308,201901388,a4,2,1_first,4
1309,201901394,a4,1,1_first,4
1310,201901398,a4,5,1_first,4
1311,201901441,a4,5,1_first,4
1312,201901451,a4,5,1_first,4
1313,201901457,a4,6,1_first,4
1314,201901471,a4,5,1_first,4
1315,201901475,a4,6,1_first,4
1316,201901491,a4,2,1_first,4
1317,201901498,a4,7,1_first,4
1318,201901504,a4,1,1_first,4
1319,201901505,a4,2,1_first,4
1320,201901511,a4,5,1_first,4
1321,201901512,a4,5,1_first,4
1322,201901521,a4,6,1_first,4
1323,201901522,a4,1,1_first,4
1324,201901526,a4,1,1_first,4
1325,201901539,a4,1,1_first,4
1326,201901542,a4,5,1_first,4
1327,201901546,a4,5,1_first,4
1328,201901560,a4,7,1_first,4
1329,201901569,a4,5,1_first,4
1330,201901570,a4,6,1_first,4
1331,201901579,a4,5,1_first,4
1332,201901615,a4,6,1_first,4
1333,201901617,a4,5,1_first,4
1334,201901650,a4,5,1_first,4
1335,201901659,a4,7,1_first,4
1336,201901681,a4,2,1_first,4
1337,201901688,a4,8,1_first,4
1338,201901701,a4,7,1_first,4
1339,201901707,a4,5,1_first,4
1340,201901711,a4,5,1_first,4
1341,201901721,a4,7,1_first,4
1342,201901745,a4,5,1_first,4
1343,201901746,a4,1,1_first,4
1344,201901788,a4,5,1_first,4
1345,201901813,a4,6,1_first,4
1346,201901819,a4,2,1_first,4
1347,201901842,a4,5,1_first,4
1348,201901857,a4,5,1_first,4
1349,201901858,a4,6,1_first,4
1350,201901871,a4,6,1_first,4
1351,201901872,a4,5,1_first,4
1352,201901888,a4,5,1_first,4
1353,201901889,a4,5,1_first,4
1354,201901909,a4,5,1_first,4
1355,201901916,a4,5,1_first,4
1356,201901917,a4,7,1_first,4
1357,201901921,a4,7,1_first,4
1358,201901926,a4,5,1_first,4
1359,201901936,a4,1,1_first,4
1360,201901943,a4,4,1_first,4
1361,201901958,a4,6,1_first,4
1362,201901959,a4,5,1_first,4
1363,201901961,a4,5,1_first,4
1364,201901964,a4,7,1_first,4
1365,201901968,a4,1,1_first,4
1366,201901982,a4,1,1_first,4
1367,201901985,a4,5,1_first,4
1368,201901993,a4,7,1_first,4
1369,201902030,a4,5,1_first,4
1370,201902047,a4,5,1_first,4
1371,201902054,a4,5,1_first,4
1372,201902071,a4,7,1_first,4
1373,201902081,a4,5,1_first,4
1374,201902093,a4,5,1_first,4
1375,201902097,a4,5,1_first,4
1376,201902101,a4,5,1_first,4
1377,201902131,a4,6,1_first,4
1378,201902138,a4,5,1_first,4
1379,201902160,a4,7,1_first,4
1380,201902175,a4,5,1_first,4
1381,201902176,a4,4,1_first,4
1382,201902180,a4,6,1_first,4
1383,201902186,a4,&,1_first,4
1384,201902187,a4,5,1_first,4
1385,201902205,a4,6,1_first,4
1386,201902211,a4,7,1_first,4
1387,201902250,a4,7,1_first,4
1388,201902253,a4,6,1_first,4
1389,201902270,a4,8,1_first,4
1390,201902271,a4,5,1_first,4
1391,201902288,a4,5,1_first,4
1392,201902301,a4,5,1_first,4
1393,201902307,a4,5,1_first,4
1394,201902327,a4,5,1_first,4
1395,201902346,a4,5,1_first,4
1396,201902365,a4,5,1_first,4
1397,201902373,a4,7,1_first,4
1398,201902392,a4,6,1_first,4
1399,201902394,a4,7,1_first,4
1400,201900016,a4,5,2_second,4
1401,201900023,a4,1,2_second,4
1402,201900103,a4,4,2_second,4
1403,201900112,a4,5,2_second,4
1404,201900131,a4,2,2_second,4
1405,201900141,a4,5,2_second,4
1406,201900142,a4,5,2_second,4
1407,201900150,a4,7,2_second,4
1408,201900157,a4,9,2_second,4
1409,201900161,a4,2,2_second,4
1410,201900173,a4,5,2_second,4
1411,201900176,a4,5,2_second,4
1412,201900177,a4,5,2_second,4
1413,201900183,a4,5,2_second,4
1414,201900186,a4,5,2_second,4
1415,201900197,a4,5,2_second,4
1416,201900200,a4,2,2_second,4
1417,201900201,a4,6,2_second,4
1418,201900203,a4,9,2_second,4
1419,201900208,a4,5,2_second,4
1420,201900213,a4,7,2_second,4
1421,201900235,a4,1,2_second,4
1422,201900274,a4,7,2_second,4
1423,201900285,a4,5,2_second,4
1424,201900286,a4,2,2_second,4
1425,201900290,a4,5,2_second,4
1426,201900294,a4,7,2_second,4
1427,201900303,a4,1,2_second,4
1428,201900304,a4,1,2_second,4
1429,201900339,a4,5,2_second,4
1430,201900345,a4,7,2_second,4
1431,201900348,a4,5,2_second,4
1432,201900349,a4,1,2_second,4
1433,201900352,a4,5,2_second,4
1434,201900358,a4,5,2_second,4
1435,201900361,a4,7,2_second,4
1436,201900375,a4,4,2_second,4
1437,201900377,a4,1,2_second,4
1438,201900380,a4,5,2_second,4
1439,201900425,a4,7,2_second,4
1440,201900447,a4,6,2_second,4
1441,201900457,a4,7,2_second,4
1442,201900459,a4,5,2_second,4
1443,201900461,a4,5,2_second,4
1444,201900462,a4,6,2_second,4
1445,201900468,a4,6,2_second,4
1446,201900469,a4,7,2_second,4
1447,201900478,a4,4,2_second,4
1448,201900492,a4,5,2_second,4
1449,201900520,a4,6,2_second,4
1450,201900571,a4,5,2_second,4
1451,201900574,a4,5,2_second,4
1452,201900591,a4,7,2_second,4
1453,201900595,a4,5,2_second,4
1454,201900632,a4,5,2_second,4
1455,201900637,a4,4,2_second,4
1456,201900644,a4,5,2_second,4
1457,201900683,a4,5,2_second,4
1458,201900684,a4,1,2_second,4
1459,201900688,a4,6,2_second,4
1460,201900691,a4,1,2_second,4
1461,201900695,a4,5,2_second,4
1462,201900710,a4,5,2_second,4
1463,201900712,a4,7,2_second,4
1464,201900719,a4,7,2_second,4
1465,201900759,a4,5,2_second,4
1466,201900788,a4,1,2_second,4
1467,201900810,a4,7,2_second,4
1468,201900814,a4,5,2_second,4
1469,201900815,a4,7,2_second,4
1470,201900817,a4,7,2_second,4
1471,201900818,a4,1,2_second,4
1472,201900828,a4,5,2_second,4
1473,201900839,a4,7,2_second,4
1474,201900843,a4,5,2_second,4
1475,201900844,a4,7,2_second,4
1476,201900852,a4,1,2_second,4
1477,201900872,a4,1,2_second,4
1478,201900938,a4,5,2_second,4
1479,201900987,a4,5,2_second,4
1480,201900998,a4,2,2_second,4
1481,201901026,a4,5,2_second,4
1482,201901027,a4,5,2_second,4
1483,201901030,a4,5,2_second,4
1484,201901041,a4,4,2_second,4
1485,201901080,a4,9,2_second,4
1486,201901082,a4,1,2_second,4
1487,201901083,a4,5,2_second,4
1488,201901092,a4,7,2_second,4
1489,201901095,a4,5,2_second,4
1490,201901133,a4,1,2_second,4
1491,201901154,a4,6,2_second,4
1492,201901162,a4,1,2_second,4
1493,201901173,a4,5,2_second,4
1494,201901184,a4,5,2_second,4
1495,201901186,a4,7,2_second,4
1496,201901198,a4,6,2_second,4
1497,201901206,a4,5,2_second,4
1498,201901222,a4,5,2_second,4
1499,201901246,a4,5,2_second,4
1500,201901256,a4,5,2_second,4
1501,201901273,a4,1,2_second,4
1502,201901307,a4,7,2_second,4
1503,201901310,a4,9,2_second,4
1504,201901324,a4,5,2_second,4
1505,201901331,a4,7,2_second,4
1506,201901338,a4,7,2_second,4
1507,201901376,a4,5,2_second,4
1508,201901388,a4,5,2_second,4
1509,201901394,a4,2,2_second,4
1510,201901398,a4,1,2_second,4
1511,201901441,a4,5,2_second,4
1512,201901451,a4,2,2_second,4
1513,201901457,a4,1,2_second,4
1514,201901471,a4,4,2_second,4
1515,201901475,a4,7,2_second,4
1516,201901491,a4,5,2_second,4
1517,201901498,a4,7,2_second,4
1518,201901504,a4,2,2_second,4
1519,201901505,a4,5,2_second,4
1520,201901511,a4,5,2_second,4
1521,201901512,a4,4,2_second,4
1522,201901521,a4,7,2_second,4
1523,201901522,a4,5,2_second,4
1524,201901526,a4,4,2_second,4
1525,201901539,a4,5,2_second,4
1526,201901542,a4,1,2_second,4
1527,201901546,a4,5,2_second,4
1528,201901560,a4,6,2_second,4
1529,201901569,a4,7,2_second,4
1530,201901570,a4,5,2_second,4
1531,201901579,a4,2,2_second,4
1532,201901615,a4,5,2_second,4
1533,201901617,a4,5,2_second,4
1534,201901650,a4,7,2_second,4
1535,201901659,a4,5,2_second,4
1536,201901681,a4,9,2_second,4
1537,201901688,a4,5,2_second,4
1538,201901701,a4,7,2_second,4
1539,201901707,a4,2,2_second,4
1540,201901711,a4,5,2_second,4
1541,201901721,a4,5,2_second,4
1542,201901745,a4,5,2_second,4
1543,201901746,a4,5,2_second,4
1544,201901788,a4,7,2_second,4
1545,201901813,a4,5,2_second,4
1546,201901819,a4,9,2_second,4
1547,201901842,a4,7,2_second,4
1548,201901857,a4,2,2_second,4
1549,201901858,a4,5,2_second,4
1550,201901871,a4,7,2_second,4
1551,201901872,a4,5,2_second,4
1552,201901888,a4,2,2_second,4
1553,201901889,a4,8,2_second,4
1554,201901909,a4,5,2_second,4
1555,201901916,a4,1,2_second,4
1556,201901917,a4,1,2_second,4
1557,201901921,a4,5,2_second,4
1558,201901926,a4,1,2_second,4
1559,201901936,a4,1,2_second,4
1560,201901943,a4,2,2_second,4
1561,201901958,a4,7,2_second,4
1562,201901959,a4,5,2_second,4
1563,201901961,a4,4,2_second,4
1564,201901964,a4,7,2_second,4
1565,201901968,a4,4,2_second,4
1566,201901982,a4,7,2_second,4
1567,201901985,a4,7,2_second,4
1568,201901993,a4,5,2_second,4
1569,201902030,a4,4,2_second,4
1570,201902047,a4,5,2_second,4
1571,201902054,a4,6,2_second,4
1572,201902071,a4,2,2_second,4
1573,201902081,a4,5,2_second,4
1574,201902093,a4,5,2_second,4
1575,201902097,a4,5,2_second,4
1576,201902101,a4,6,2_second,4
1577,201902131,a4,5,2_second,4
1578,201902138,a4,7,2_second,4
1579,201902160,a4,8,2_second,4
1580,201902175,a4,2,2_second,4
1581,201902176,a4,7,2_second,4
1582,201902180,a4,7,2_second,4
1583,201902186,a4,7,2_second,4
1584,201902187,a4,7,2_second,4
1585,201902205,a4,1,2_second,4
1586,201902211,a4,1,2_second,4
1587,201902250,a4,7,2_second,4
1588,201902253,a4,5,2_second,4
1589,201902270,a4,4,2_second,4
1590,201902271,a4,7,2_second,4
1591,201902288,a4,6,2_second,4
1592,201902301,a4,6,2_second,4
1593,201902307,a4,5,2_second,4
1594,201902327,a4,5,2_second,4
1595,201902346,a4,7,2_second,4
1596,201902365,a4,7,2_second,4
1597,201902373,a4,5,2_second,4
1598,201902392,a4,5,2_second,4
1599,201902394,a4,5,2_second,4
1600,201900016,a5,5,1_first,5
1601,201900023,a5,6,1_first,5
1602,201900103,a5,6,1_first,5
1603,201900112,a5,1,1_first,5
1604,201900131,a5,6,1_first,5
1605,201900141,a5,5,1_first,5
1606,201900142,a5,5,1_first,5
